geolocation_zip_code_prefix,lat,lng,city,n_records
26535,-22.799760130437146,-43.41047447797409,nilópolis,108
26540,-22.80794794860136,-43.407730986708756,nilopolis,111
26545,-22.81382105979965,-43.40235279737406,nilopolis,82
26550,-22.77075741016515,-43.4312991356195,mesquita,51
26551,-22.781707096310384,-43.42552236371597,mesquita,94
26553,-22.786322478605623,-43.43138510904005,mesquita,113
26554,-22.790892213128686,-43.43692215015001,mesquita,32
26556,-22.77776602762561,-43.43662348759625,mesquita,31
26557,-22.771105803454297,-43.436388705139315,mesquita,13
26560,-22.772872235146963,-43.42497545965702,mesquita,35
26562,-22.770064916804248,-43.422339662467735,mesquita,69
26564,-22.77328132742342,-43.417817145369014,mesquita,59
26570,-22.77814678640116,-43.4171342747468,mesquita,28
26572,-22.784670333851196,-43.41150550604952,mesquita,33
26574,-22.77767719983202,-43.403866973597395,mesquita,50
26580,-22.78727630139065,-43.42104793086865,mesquita,53
26582,-22.791786349943763,-43.41589366647349,mesquita,95
26584,-22.79705192396206,-43.42658602251409,mesquita,30
26585,-22.79835084305232,-43.434750437897016,mesquita,41
26587,-22.80462139272945,-43.4357429099578,mesquita,43
26600,-22.61483382699214,-43.705683375748585,paracambi,356
28680,-22.470849051492323,-42.657121037845286,cachoeiras de macacu,180
28685,-22.563112627482216,-42.69241378241511,cachoeiras de macacu,3
28695,-22.602807,-42.737436,cachoeiras de macacu,1
28800,-22.711927870432564,-42.63004113951235,rio bonito,327
